2018-08-16 21:55:47,忘卿209,耒阳,5,很好看，绝望中人性表露完美，主题深刻。令人回味。
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:54:33,Stanly692,深圳,4.5,一群现代人在特定的生活环境下，为了生存而抛弃了原有的身份、地位、金钱和观念，从不同角度展示出人类社会发展过程中的认识冲突和生活进化过程，以及人与人之间的信任、友谊和爱情，高度概括了现代社会存在的若干不良现象和基本矛盾，意味深长。加上演员的高超演技和精彩台词，使人感到黄渤导演的第一部电影真是水平挺高，内容丰富，值得称赞！
2018-08-16 21:54:31,CnT63527286,合肥,4,整部影片说明的是一堆人在荒岛上求生。
2018-08-16 21:54:17,aTl667574240,祥云县,4,勃哥处导作只能算过得去，有待进步，加油鹁哥，别骄傲
2018-08-16 21:53:56,甜心小点,南阳,4.5,挺不错的 最近的几部片子都很不错 全跟保险挂钩😁😁让我们了解了  重疾  理财   意外  养老 😀
2018-08-16 21:53:55,Pey263457651,大连,5,真的超级好看
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:54:31,CnT63527286,合肥,4,整部影片说明的是一堆人在荒岛上求生。
2018-08-16 21:54:17,aTl667574240,祥云县,4,勃哥处导作只能算过得去，有待进步，加油鹁哥，别骄傲
2018-08-16 21:53:56,甜心小点,南阳,4.5,挺不错的 最近的几部片子都很不错 全跟保险挂钩😁😁让我们了解了  重疾  理财   意外  养老 😀
2018-08-16 21:53:55,Pey263457651,大连,5,真的超级好看
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:54:17,aTl667574240,祥云县,4,勃哥处导作只能算过得去，有待进步，加油鹁哥，别骄傲
2018-08-16 21:53:56,甜心小点,南阳,4.5,挺不错的 最近的几部片子都很不错 全跟保险挂钩😁😁让我们了解了  重疾  理财   意外  养老 😀
2018-08-16 21:53:55,Pey263457651,大连,5,真的超级好看
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:53:56,甜心小点,南阳,4.5,挺不错的 最近的几部片子都很不错 全跟保险挂钩😁😁让我们了解了  重疾  理财   意外  养老 😀
2018-08-16 21:53:55,Pey263457651,大连,5,真的超级好看
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:53:55,Pey263457651,大连,5,真的超级好看
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:53:54,yx19920,白山,5,好看(｡･ω･｡)ﾉ♡
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:50:45,uyH296194508,广州,5,好看好看好看好看
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:50:45,uyH296194508,广州,5,好看好看好看好看
2018-08-16 21:50:31,dsO479371726,昌邑,5,感觉一般 但是支持黄渤 必须10分
2018-08-16 21:53:21,忧诗乐歌,广州,5,很深刻的，什么是真，什么是假，就看心中的诱惑是什么了。
2018-08-16 21:53:13,kwr391651233,商丘,4,还是不错的，反映了一些社会现象。
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:50:45,uyH296194508,广州,5,好看好看好看好看
2018-08-16 21:50:31,dsO479371726,昌邑,5,感觉一般 但是支持黄渤 必须10分
2018-08-16 21:53:07,不美不团long头,金坛,5,就是喜欢没道理
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:50:45,uyH296194508,广州,5,好看好看好看好看
2018-08-16 21:50:31,dsO479371726,昌邑,5,感觉一般 但是支持黄渤 必须10分
2018-08-16 21:50:23,LFs13880496767,重庆,2.5,吹得好看，其实故事编得不行。
2018-08-16 21:50:22,杏子飘香,北京,5,黄渤加油！！
2018-08-16 21:53:05,牛腩,绵竹,4.5,电影构思是比较好的电影，很有深意！也让人联想到很多的事！
2018-08-16 21:52:47,Aaaaaasaaaa,兰州,4.5,很不错，好看呢
2018-08-16 21:52:39,郭钰丹,武汉,5,好看，黄渤出品一定好看的
2018-08-16 21:52:33,徐家丁丁,佛山,5,黄渤的电影果然符合我的期待！非常现实的电影，人性的丑陋，欲望，还有挣扎的善良和道德底线。比想象的好！一直没跨掉！赞一个！
2018-08-16 21:52:19,万里白,深圳,5,很不错，对人性的解读还是挺好的
2018-08-16 21:52:08,sfR529684278,天水,5,人性的揭露，很有意思
2018-08-16 21:52:02,王泽昊Tsehao,广州,5,真心很好看，影片节奏把握的也很好，表现了一个灾难下的小社会的百态。鉴于有人刻意刷低分，10分以示敬意
2018-08-16 21:51:27,wing_lei,南宁,1.5,剧情冗长，没有逻辑
2018-08-16 21:51:15,OHn690500852,丰县,2,不是特别好，故事情节太牵强
2018-08-16 21:51:06,Pxw215377339,上饶,4,黑色幽默。黄勃用心了。
2018-08-16 21:50:45,uyH296194508,广州,5,好看好看好看好看
